text,id
Marla Sherman Schwoerer Georgia Lawsuit Contains 30 Allegations https://link.theepochtimes.com/.../georgia-lawsuit...Download our app to read more for free at https://ept.ms/DownloadApp,5_550_1
Marla Sherman Schwoerer Judge: Republicans Will Likely Win Pennsylvania Election Lawsuit https://link.theepochtimes.com/.../judge-republicans-will...Download our app to read more for free at http… See More,5_551_1
Marla Sherman Schwoerer Digital Forensic Analysis Shows Dominion’s Server Connected to Iran and China: Affidavit https://link.theepochtimes.com/.../digital-forensic...… See More,5_552_1
Kathy Cheshire debunked.,5_553_1
By Trump appointed judges,5_553_2
"Marla Sherman Schwoerer Group Sues to Invalidate Michigan Election Results, Claiming Widespread ‘Lawlessness’ https://link.theepochtimes.com/.../group-sues-to...Downlo… See More",5_554_1
"Marla Sherman Schwoerer Data Scientist: ‘Weird’ Spike in Incomplete Nevada Voter Registrations, Use of ‘Casinos’ as Home Addresses https://link.theepochtimes.com/mkt_app/data-scientist-weird-spike-in-incomplete-nevada-voter-registrations-some-using-cas… See More",5_555_1
Marla Sherman Schwoerer Arizona State Legislature to Hold ‘Urgent’ Election Integrity Hearing With Trump’s Lawyers https://link.theepochtimes.com/mkt_app/arizona-state-legislature-to-hold-urgent-election-integrity-hearing-with-trumps-lawyers_3594607.ht… See More,5_556_1
Just another mess Biden will have to clean up.,5_557_1
Michelle Blocker lol,5_558_1
Michelle Blocker putting your faith in Biden?,5_560_1
I feel sorry for you.,5_560_2
He can barely spell his name.,5_560_3
Kim Rodrigues,5_561_1
The democrats have a hell of a mess to clean up next year.,5_562_1
Again.,5_562_2
Annemarie Kubicek he is going to leave the worst possible mess that he can to so he can try and blame President Biden for what he leaves behind.,5_563_1
In the end he will get his just reward!,5_563_2
"Annemarie Kubicek  Much, much worse than the usual GOP mess.",5_564_1
Much!,5_564_2
Sadly.,5_564_3
Annemarie Kubicek  Amusing.,5_565_1
You have zero idea of these implications.,5_565_2
Puppet on.,5_565_3
Annemarie Kubicek Honestly they always have !,5_566_1
It's just a destructive cycle.,5_567_1
"GOP destroys everything, Dems have to repair it.",5_567_2
Damien White And the GOP spends their entire time out of power working to obstruct the Dems efforts to rebuild.,5_568_1
Truth.,5_569_1
"Overall, nothing gets accomplished.",5_570_1
Angel Mendrix move to russia,5_571_1
"Angel Mendrix lady troll, get over it",5_572_1
Annemarie Kubicek again?!?,5_573_1
You mean the GOP can input legislation that improves our country so the next democratic president can take credit for it?,5_573_2
So blind to be completely dedicated to one party (D or R) regardless of the damage they do.,5_573_3
Just blame … See More,5_573_4
Annemarie Kubicek please no worse than Obama's administration or how many people lost their jobs at least people are working now healthcare it's out there just got to pay for it the American way not given to you,5_574_1
Annemarie Kubicek it's almost like the people who are most opposed to government as a concept govern poorly.,5_575_1
And yet millions of idiots keep voting for them.,5_575_2
Annemarie Kubicek again is right!,5_576_1
"Damien White And the actual economy, with or without the stock market, always does better under the Democrats.",5_577_1
"Greg Altman 6.9% unemployment, 880,000 people applied for unemployment insurance last week, I don’t think ""people are working"" exactly describes it.",5_578_1
Whole sectors of the economy continue to be struggling in the face of soaring rates of Covid-19 cases … See More,5_578_2
I can’t believe he asked for a lifetime supply of McRibs,5_579_1
Jon Thompson they are going to use Kentucky fried chicken to lure trump out of the White House January 20th.,5_580_1
I heard the plan already,5_580_2
Jon Thompson And Ketchup for his well done steaks,5_581_1
Axle Richards I heard they were going to tie a string to a dollar and lure him out that way.,5_582_1
"Danny Stultz I made a meme for it but I can't post it here, sadly!",5_583_1
Jon Thompson https://youtu.be/oShTJ90fC34,5_584_1
Axle Richards I love this post!,5_585_1
Chris Spicer I'm sure that would work also!,5_586_1
He'll need every dollar he can get his hands on soon.,5_586_2
Axle Richards I know how that is.,5_587_1
Facebook has stopped me from posting funny stuff about the Orange Man.,5_587_2
"Danny Stultz Facebook suspended my other account because it violated their community standards that I implied Donald takes no responsibility for the deaths of 260,000 Americans.",5_588_1
That it was some form of hate speech!???,5_588_2
I was like GTFO!,5_588_3
Axle Richards I can’t believe how Facebook is becoming.,5_589_1
Jon ThompsonHis DNA is comparable to the demands of Pelosi.… See More,5_590_1
Axle Richards they did me that way.,5_591_1
I  only said that I wasn't stupid enough to vote for him.,5_591_2
This is so stupid.,5_592_1
Trump has to know that the US will be back in the WHO in... oh just under 2 months now.,5_592_2
The article is discussing the sequence of events when Trump initiated breaking ties back in May.,5_593_1
The withdrawal announcement was likely a botched negotiating tactic.,5_593_2
He likely believed that the WHO would submit to his demands under the threat of US wit… See More,5_593_3
Don't forget the Paris Accord.,5_594_1
We'll be back in that too,5_594_2
Michael Wood the WHO knows it too.,5_595_1
Chris Powers you’re probably correct there.,5_596_1
He doesn’t seem to be very good at negotiating.,5_596_2
"So I bet the leadup was ""Nice health oiganization youse gots here, be a shame if someone boined it down"" because when Trump isn't acting like a slumlord, he's acting like an extortionist.",5_597_1
What a disgrace.,5_597_2
"And the WHO is smart enough to know Trump is a Nazi, and this will be reversed in the next six weeks.",5_598_1
It is time to label Trump as a immediate threat to public safety.,5_599_1
Nothing to see here.,5_600_1
Donald Trump is the most transactional human being on the face of the Earth.,5_600_2
Donald Trump literally manifests the concept of asking not what the you can do for your country but what your country can do for you.,5_600_3
He's despicable and… See More,5_600_4
"Cheryll Jaramillo He asks “what can the country & the world do for me, and how little can I do to get it”",5_601_1
Cheryll Jaramillo hello how are you doing this peaceful day?,5_602_1
Patricia Way good one!,5_603_1
"Cheryll Jaramillo two man trade, one said we do it together, we can all get benifits , but one day one said, no, it only I can get it, I want to choose which part to cooperate that by me not by u",5_604_1
So glad he’s gonna get evicted from the White House very soon... the people can’t afford another fraud like this it’s to costly,5_605_1
The WHO should be investigated for crimes against humanity.,5_606_1
Charles d'Autremont You meant trump?,5_607_1
Charles d'Autremont That's the Trump family...,5_608_1
Charles d'Autremont Trump and his administration ... first.,5_609_1
Charles d'Autremont Trump should be investigated for crimes against humanity.,5_610_1
Charles d'Autremont Troll.,5_611_1
Charles d'Autremont why?,5_612_1
"Charles d'Autremont How about we investigate you, troll?",5_613_1
Charles d'Autremont such as?,5_614_1
Charles d'Autremont ....,5_615_1
I think you meant to say...,5_615_2
The Orange Traitor should be investigated for Crimes Against Humanity!....,5_615_3
The Hague is waiting!,5_615_4
You should be investigated for brain damage.,5_616_1
Dino Mesic ...,5_617_1
Really??....,5_617_2
Is that really the best you have?,5_617_3
The death throes of a tyrant wannabe.,5_618_1
Good thing he’s not any smarter or less incompetent!,5_618_2
Michael Mills EXCELLENT POINT,5_619_1
Just imagine what the Biden admin will find when they start digging through the last 4 years of Trump’s mess.,5_620_1
John William I'm sure some poor lackey is shredding documents 24 7.,5_621_1
John William I wonder how many money scams???,5_622_1
Elaine Hartman See the Big Guy for the shakedowns,5_623_1
"John William reminds me when I took a job after a supposedly ""wonderful employee"" left for another position.",5_624_1
"It took me over 6 months to untangle her mess, the company was shocked at her incompetence and how long she was able to hide it.",5_624_2
Cheryl Hart yeah..well you can shred all the hard drives.,5_625_1
Someone suggested that he is stalling to get rid of all the paper trail.,5_626_1
Sounds like a pretty legitimate theory to me.,5_626_2
"Nobody cares what this loser ""demands"" anymore.",5_627_1
"Go ahead, make your demands, then ""walk away.",5_627_2
"""… See More",5_627_3
Rick Bernardi yeah.,5_628_1
Chimerica is just waiting to help all you sheep who follow blindly!,5_628_2
Prepare yourself to give up your rights and hand over your money to a communist regime ushered in by Joe’s friends & business partners in China whom he now owes ‘f… See More,5_628_3
Rick Bernardi who are these idiots?,5_629_1
Rick Bernardi So you believe these imbeciles?,5_630_1
Chiku Jere which planet are you on that you don't know SNL?,5_631_1
"Chiku Jere these ""imbeciles"" are famous comedians.",5_632_1
What's trump's excuse?,5_632_2
"By the way, the ""stable genius"" said he might leave the U.S. if he loses the election.",5_633_1
"You're welcome to have him in Malawi, you can even make him president for life.",5_633_2
"Lynn, you’re totally misinformed.",5_634_1
Do some research before posting.,5_634_2
Rick Bernardi Trump is your President fool,5_635_1
"Lynn Fraim Wipe your tears and stop whining, snowflake.",5_636_1
Chiku Jere It's hilarious how your whole F your feelings crowd are doing so much whining and emoting.,5_637_1
"Keep it up, snowflake.",5_637_2
His demands all seemed quite reasonable to me...which ones don't you agree with?,5_638_1
Chiku Jere only for 50+ days.,5_639_1
Then he will be without his presidential immunity blanket and trump will have to honor supenas and comply with the courts.,5_639_2
Buddy Elsik keep dreaming and clean your cabin.,5_640_1
"Chiku Jere you are dreaming if you think trump will still be president after Noon on January 20th, 2021.",5_641_1
He will be a former who will be in court rooms and paying lawyers to keep him and his children out of prison.,5_641_2
Chiku Jere BIDEN has a COVID19 TEAM and Trump's Team has COVID19 all I NEED TO KNOW,5_642_1
Chiku Jere It was an EXORCISM not an Election and America rejected EVIL,5_643_1
Lynn Fraim,5_644_1
Buddy Elsik and your miserable life will change I guess?,5_645_1
"Chiku Jere perhaps you haven't heard, he LOST the election.",5_646_1
We don't want him.,5_646_2
"You can have him if you want, but I notice you showed zero interest in having him in charge in your country.",5_646_3
"Lynn Fraim, they are just blind sheep.",5_647_1
"If it weren't for us conservatives fighting against them( but actually fighting for them, they just dont understand) we'd be Obama socialist lemmings by now.",5_647_2
Rick Bernardi by we you mean some bunch of idiots?,5_648_1
https://www.facebook.com/153080620724/posts/10165882975190725/,5_649_1
